stock_owner,active_days,persistence_ratio,max_consecutive_days,total_turnover,max_daily_turnover,peak_date,dominant_bucket,window_days,bp_ATM_active_days,bp_ATM_ratio,bp_DEEP_ITM_active_days,bp_DEEP_ITM_ratio,bp_DEEP_OTM_active_days,bp_DEEP_OTM_ratio
US.VZ,1,1.0,1,1826505.0,1826505.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.WBD,1,1.0,1,1909610.0,1909610.0,2026-05-09,DEEP_OTM,1,1.0,1.0,,,1.0,1.0
US.WDAY,1,1.0,1,488927.0,488927.0,2026-05-09,ATM,1,1.0,1.0,,,,
US.WDC,1,1.0,1,22613424.0,22613424.0,2026-05-09,DEEP_ITM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.WFC,1,1.0,1,18074728.0,18074728.0,2026-05-09,DEEP_ITM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.WHR,1,1.0,1,3320099.0,3320099.0,2026-05-09,DEEP_ITM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.WMS,1,1.0,1,1074615.0,1074615.0,2026-05-09,ATM,1,1.0,1.0,,,1.0,1.0
US.WMT,1,1.0,1,2812518.0,2812518.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.WSC,1,1.0,1,1157843.0,1157843.0,2026-05-09,DEEP_ITM,1,,,1.0,1.0,,
US.WYNN,1,1.0,1,46957065.0,46957065.0,2026-05-09,DEEP_ITM,1,1.0,1.0,1.0,1.0,,
US.XOM,1,1.0,1,3461112.0,3461112.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,,
US.XPEV,1,1.0,1,307457.0,307457.0,2026-05-09,DEEP_OTM,1,,,,,1.0,1.0
US.XYZ,1,1.0,1,4960647.0,4960647.0,2026-05-09,ATM,1,1.0,1.0,1.0,1.0,1.0,1.0
US.ZS,1,1.0,1,4755185.0,4755185.0,2026-05-09,DEEP_ITM,1,1.0,1.0,1.0,1.0,,
US.ZTS,1,1.0,1,327692.0,327692.0,2026-05-09,DEEP_OTM,1,,,,,1.0,1.0
