stock_owner,stop_status,peak_date,peak_turnover,stop_date,active_days,persistence_ratio,dominant_bucket
US.DVA,ONGOING,2026-05-09,4256596.0,,2,1.0,ATM
US.DVN,ACTIVE,2026-05-08,8409397.0,,2,1.0,DEEP_OTM
US.ETN,ACTIVE,2026-05-08,35634490.0,,2,1.0,DEEP_ITM
US.EXPE,ONGOING,2026-05-09,12610620.0,,2,1.0,DEEP_OTM
US.FCX,ACTIVE,2026-05-08,3205311.0,,2,1.0,ATM
US.FLEX,ACTIVE,2026-05-08,18096981.0,,2,1.0,DEEP_ITM
US.FLR,ONGOING,2026-05-09,3359618.0,,2,1.0,DEEP_ITM
US.FOUR,ACTIVE,2026-05-08,548535.0,,2,1.0,DEEP_ITM
US.FSLR,ACTIVE,2026-05-08,4713929.0,,2,1.0,DEEP_OTM
US.FTNT,ACTIVE,2026-05-08,35140129.0,,2,1.0,DEEP_ITM
US.GE,ONGOING,2026-05-09,2090995.0,,2,1.0,ATM
US.GEV,ONGOING,2026-05-09,6738295.0,,2,1.0,ATM
US.GLW,ONGOING,2026-05-09,57372480.0,,2,1.0,ATM
US.GME,ACTIVE,2026-05-08,2382598.0,,2,1.0,ATM
US.GOOG,ACTIVE,2026-05-08,104518914.0,,2,1.0,ATM
US.GOOGL,ACTIVE,2026-05-08,341552168.0,,2,1.0,ATM
US.GS,ACTIVE,2026-05-08,4316605.0,,2,1.0,DEEP_OTM
US.GWW,ACTIVE,2026-05-08,5121189.0,,2,1.0,DEEP_ITM
US.HD,ACTIVE,2026-05-08,18454580.0,,2,1.0,DEEP_ITM
US.HOOD,ACTIVE,2026-05-08,33411234.0,,2,1.0,DEEP_ITM
US.IBM,ACTIVE,2026-05-08,25340646.0,,2,1.0,DEEP_ITM
US.INSM,ACTIVE,2026-05-08,4506247.0,,2,1.0,DEEP_ITM
US.INTC,ONGOING,2026-05-09,795206506.0,,2,1.0,ATM
US.INTU,ACTIVE,2026-05-08,27889240.0,,2,1.0,DEEP_ITM
US.JBL,ACTIVE,2026-05-08,13522317.0,,2,1.0,ATM
US.JD,ONGOING,2026-05-09,1362197.0,,2,1.0,DEEP_OTM
US.JNJ,ONGOING,2026-05-09,2927358.0,,2,1.0,ATM
US.JPM,ONGOING,2026-05-09,11712263.0,,2,1.0,ATM
US.KLAC,ONGOING,2026-05-09,5311613.0,,2,1.0,ATM
US.LITE,ACTIVE,2026-05-08,57959622.0,,2,1.0,DEEP_ITM
US.LLY,ACTIVE,2026-05-08,15912368.0,,2,1.0,DEEP_ITM
US.LRCX,ONGOING,2026-05-09,12326373.0,,2,1.0,ATM
US.MA,ACTIVE,2026-05-08,2984620.0,,2,1.0,DEEP_ITM
US.MCD,ACTIVE,2026-05-08,17022452.0,,2,1.0,DEEP_ITM
US.MCHP,ONGOING,2026-05-09,718453230.0,,2,1.0,DEEP_ITM
US.MCK,ACTIVE,2026-05-08,4574553.0,,2,1.0,ATM
US.META,ACTIVE,2026-05-08,291630106.0,,2,1.0,ATM
US.MP,ONGOING,2026-05-09,7947897.0,,2,1.0,DEEP_OTM
US.MRNA,ONGOING,2026-05-09,28601147.0,,2,1.0,ATM
US.MRVL,ONGOING,2026-05-09,38923646.0,,2,1.0,ATM
US.MSFT,ACTIVE,2026-05-08,459336414.0,,2,1.0,ATM
US.MSTR,ONGOING,2026-05-09,127809957.0,,2,1.0,ATM
US.MTSI,ACTIVE,2026-05-08,9089962.0,,2,1.0,DEEP_ITM
US.MU,ONGOING,2026-05-09,1709934710.0,,2,1.0,ATM
US.NFLX,ACTIVE,2026-05-08,79073837.0,,2,1.0,DEEP_ITM
US.NKE,ACTIVE,2026-05-08,3361108.0,,2,1.0,DEEP_ITM
US.NOW,ACTIVE,2026-05-08,90856144.0,,2,1.0,DEEP_ITM
US.NVDA,ACTIVE,2026-05-08,1309675221.0,,2,1.0,ATM
US.OKTA,ACTIVE,2026-05-08,4793657.0,,2,1.0,ATM
US.ON,ACTIVE,2026-05-08,3311198.0,,2,1.0,DEEP_OTM
US.ORCL,ACTIVE,2026-05-08,204796680.0,,2,1.0,ATM
US.PANW,ACTIVE,2026-05-08,31103292.0,,2,1.0,ATM
US.PFE,ACTIVE,2026-05-08,36192769.0,,2,1.0,DEEP_ITM
US.PLTR,ACTIVE,2026-05-08,113971096.0,,2,1.0,ATM
US.PWR,ACTIVE,2026-05-08,5939316.0,,2,1.0,DEEP_ITM
US.PYPL,ACTIVE,2026-05-08,521360.0,,2,1.0,DEEP_ITM
US.QCOM,ACTIVE,2026-05-08,313830917.0,,2,1.0,ATM
US.RCL,ONGOING,2026-05-09,43869071.0,,2,1.0,ATM
US.SATS,ONGOING,2026-05-09,9381827.0,,2,1.0,DEEP_OTM
US.SCHW,ACTIVE,2026-05-08,9385537.0,,2,1.0,DEEP_ITM
US.SHOP,ACTIVE,2026-05-08,15497711.0,,2,1.0,DEEP_ITM
US.SMCI,ONGOING,2026-05-09,21017444.0,,2,1.0,ATM
US.SNDK,ONGOING,2026-05-09,415342756.0,,2,1.0,ATM
US.SNPS,ACTIVE,2026-05-08,1430010.0,,2,1.0,ATM
US.STX,ACTIVE,2026-05-08,9446411.0,,2,1.0,ATM
US.SYK,ACTIVE,2026-05-08,17910580.0,,2,1.0,DEEP_ITM
US.TDG,ACTIVE,2026-05-08,1668251.0,,2,1.0,ATM
US.TER,ONGOING,2026-05-09,3242446.0,,2,1.0,DEEP_OTM
US.TMO,ACTIVE,2026-05-08,11317470.0,,2,1.0,DEEP_ITM
US.TSLA,ACTIVE,2026-05-08,1913159109.0,,2,1.0,ATM
US.TTD,ACTIVE,2026-05-08,10678091.0,,2,1.0,ATM
US.TXN,ONGOING,2026-05-09,2510196.0,,2,1.0,ATM
US.UAL,ACTIVE,2026-05-08,10302797.0,,2,1.0,ATM
US.UBER,ACTIVE,2026-05-08,5289544.0,,2,1.0,ATM
US.UNH,ONGOING,2026-05-09,26204524.0,,2,1.0,ATM
US.UPS,ACTIVE,2026-05-08,4167310.0,,2,1.0,DEEP_ITM
US.V,ONGOING,2026-05-09,1548705.0,,2,1.0,ATM
US.VRT,ONGOING,2026-05-09,4944246.0,,2,1.0,DEEP_OTM
US.VST,ONGOING,2026-05-09,18421637.0,,2,1.0,DEEP_OTM
US.VTRS,ACTIVE,2026-05-08,1220857.0,,2,1.0,DEEP_ITM
US.WBD,ONGOING,2026-05-09,1909610.0,,2,1.0,ATM
US.WDAY,ACTIVE,2026-05-08,2926747.0,,2,1.0,DEEP_ITM
US.WDC,ONGOING,2026-05-09,22613424.0,,2,1.0,ATM
US.WFC,ACTIVE,2026-05-08,63131885.0,,2,1.0,DEEP_ITM
US.WMT,ACTIVE,2026-05-08,115980912.0,,2,1.0,DEEP_ITM
US.XOM,ONGOING,2026-05-09,3461112.0,,2,1.0,ATM
US.XYZ,ONGOING,2026-05-09,4960647.0,,2,1.0,ATM
US.ZS,ACTIVE,2026-05-08,8042550.0,,2,1.0,DEEP_ITM
US.ZTS,ACTIVE,2026-05-08,12597381.0,,2,1.0,DEEP_ITM
